basic, 1000, 2, 100000000, 0.931625
basic, 1000, 64, 100000000, 1.56574
basic, 1000, 64, 100000000, 1.73855
basic, 1000, 2, 100000000, 0.780759
basic, 1000, 8, 100000000, 0.782834
basic, 100, 2, 100000000, 0.009703
basic, 100, 2, 100000000, 0.008808
basic, 100, 2, 100000000, 0.009187
basic, 100, 2, 100000000, 0.008819
basic, 100, 2, 100000000, 0.027306
basic, 100, 2, 100000000, 0.009649
basic, 100, 2, 100000000, 0.008787
basic, 100, 2, 100000000, 0.010149
basic, 100, 2, 100000000, 0.008735
basic, 100, 2, 100000000, 0.008726
basic, 100, 2, 100000000, 0.008726
basic, 100, 2, 100000000, 0.008958
basic, 100, 2, 100000000, 0.008737
basic, 100, 2, 100000000, 0.00866
basic, 100, 2, 100000000, 0.009395
basic, 100, 2, 100000000, 0.010129
basic, 100, 2, 100000000, 0.008955
basic, 100, 2, 100000000, 0.008994
basic, 100, 2, 100000000, 0.008664
basic, 100, 2, 100000000, 0.00917
basic, 100, 2, 100000000, 0.009535
basic, 100, 2, 100000000, 0.080202
basic, 10, 2, 100000000, 0.144101
basic, 10, 2, 100000000, 0.073913
basic, 10, 2, 100000000, 0.071574
basic, 10, 2, 100000000, 0.071365
basic, 8, 2, 100000000, 0.089655
basic, 8, 2, 100000000, 0.089938
basic, 8, 2, 100000000, 0.09859
basic, 8, 2, 100000000, 0.120471
basic, 8, 2, 100000000, 0.098818
basic, 8, 2, 100000000, 4.04619
basic, 4, 2, 1000, 0.000104
basic, 4, 2, 10000, 0.000772
basic, 4, 2, 100000, 0.007504
basic, 4, 1, 100000, 0.023545
basic, 4, 16, 100000, 0.001704
basic, 4, 2, 100000, 0.012542
basic, 4, 2, 100000, 0.010951
basic, 4, 2, 100, 4.2e-05
basic, 4, 2, 10, 3.5e-05
basic, 4, 2, 100, 4.1e-05
basic, 4, 2, 100, 4.2e-05
basic, 4, 2, 10000, 0.000845
basic, 4, 2, 10000, 0.001016
basic, 4, 2, 10000, 0.00102
basic, 4, 2, 10000, 0.00102
basic, 4, 2, 1000000, 0.098975
basic, 4, 2, 10000000, 0.708516
basic, 4, 2, 10000000, 0.768821
basic, 4, 2, 10000000, 0.574253
basic, 4, 2, 100000, 0.005709
basic, 4, 2, 100000, 0.549215
basic, 4, 2, 100000, 0.570532
basic, 4, 2, 100000, 0.50824
basic, 4, 2, 1000, 0.005524
basic, 4, 2, 1000, 0.012421
basic, 4, 2, 1000, 0.009905
basic, 4, 2, 1000, 0.000192
basic, 4, 2, 100000, 0.009994
basic, 4, 2, 100000, 0.010065
basic, 4, 2, 1000000, 0.100968
basic, 4, 2, 1000000, 0.088583
basic, 4, 2, 1000000, 0.101428
basic, 4, 2, 1000000, 0.099338
basic, 4, 2, 1000000, 0.09772
basic, 4, 2, 100000, 0.008981
basic, 4, 2, 10000000, 0.748885
basic, 4, 2, 10000000, 0.798694
basic, 4, 2, 10000000, 0.844379
basic, 4, 2, 10000000, 0.864891
basic, 4, 2, 1000000, 0.070966
basic, 8, 2, 1000000, 0.034621
basic, 8, 2, 10000000, 0.345789
basic, 8, 2, 100000, 0.003488
basic, 8, 2, 1000000, 0.034634
basic, 8, 2, 1000000, 0.057906
basic, 8, 2, 1000000, 0.055473
basic, 8, 2, 1000000, 0.055672
basic, 8, 2, 100000, 0.005
basic, 8, 2, 10000000, 0.452112
basic, 8, 4, 10000, 0.000312
basic, 8, 4, 100000, 0.002814
basic, 1, 1, 10000, 0.008827
basic, 8, 1, 10000, 0.001226
basic, 8, 2, 10000, 0.000596
basic, 8, 8, 10000, 0.000177
basic, 1, 1, 1000, 0.000912
basic, 1, 1, 10000, 0.008827
basic, 2, 1, 10000, 0.004531
basic, 4, 1, 10000, 0.002672
basic, 1, 4, 10000, 0.002235
basic, 4, 4, 10000, 0.000597
basic, 1, 1, 1000, 0.000912
basic, 2, 1, 1000, 0.000481
basic, 2, 2, 1000, 0.00026
basic, 2, 2, 10000, 0.002281
basic, 2, 2, 100000, 0.022639
basic, 4, 2, 100000, 0.012986
basic, 1, 1, 1000, 0.000914
basic, 4, 2, 100000, 0.011307
basic, 2, 2, 100000, 0.022524
basic, 2, 1, 100000, 0.045
basic, 1, 1, 100000, 0.100774
basic, 1, 2, 100000, 0.040456
basic, 1, 8, 100000, 0.010641
basic, 1, 8, 100000, 0.011026
basic, 2, 8, 100000, 0.005689
basic, 2, 8, 100000, 0.007037
basic, 1, 8, 100000, 0.011107
basic, 1, 8, 100000, 0.011091
basic, 2, 8, 100000, 0.006612
basic, 2, 8, 100000, 0.005661
basic, 2, 8, 100000, 0.005815
basic, 2, 8, 100000, 0.005813
basic, 1, 8, 100000, 0.012112
basic, 2, 8, 100000, 0.005855
basic, 2, 8, 100000, 0.005804
basic, 1, 8, 100000, 0.011138
basic, 2, 8, 100000, 0.0072
basic, 2, 8, 100000, 0.00606
basic, 2, 8, 100000, 0.005763
basic, 2, 8, 100000, 0.005815
basic, 2, 8, 100000, 0.006135
basic, 2, 8, 100000, 0.005931
basic, 2, 8, 100000, 0.006075
basic, 2, 8, 100000, 0.006377
basic, 2, 8, 100000, 0.005737
basic, 2, 8, 100000, 0.005743
